DateTime,Date,Time,Windav,Temperature,Humidity,Pressure,Direction
5/2/2013 05:50:12,5/2/2013,05:50:12,0.00,-0.62,93.19,967.10,270
5/2/2013 05:50:27,5/2/2013,05:50:27,0.00,-0.62,93.19,967.10,270
5/2/2013 05:50:42,5/2/2013,05:50:42,0.00,-0.62,93.19,967.10,271
5/2/2013 05:50:57,5/2/2013,05:50:57,0.00,-0.62,93.19,967.10,291
5/2/2013 05:51:12,5/2/2013,05:51:12,0.00,-0.62,93.19,967.11,290
5/2/2013 05:51:27,5/2/2013,05:51:27,0.00,-0.55,93.19,967.10,290
5/2/2013 05:51:42,5/2/2013,05:51:42,0.00,-0.55,93.19,967.09,290
5/2/2013 05:51:57,5/2/2013,05:51:57,0.00,-0.55,93.19,967.08,290
5/2/2013 05:52:12,5/2/2013,05:52:12,0.00,-0.55,93.30,967.09,290
5/2/2013 05:52:27,5/2/2013,05:52:27,0.00,-0.55,93.19,967.10,290
5/2/2013 05:52:42,5/2/2013,05:52:42,0.00,-0.55,93.30,967.10,290
5/2/2013 05:52:57,5/2/2013,05:52:57,0.00,-0.55,93.30,967.11,289
5/2/2013 05:53:12,5/2/2013,05:53:12,0.00,-0.55,93.30,967.10,289
5/2/2013 05:53:27,5/2/2013,05:53:27,0.00,-0.55,93.30,967.08,286
5/2/2013 05:53:42,5/2/2013,05:53:42,0.00,-0.55,93.30,967.09,286
5/2/2013 05:53:57,5/2/2013,05:53:57,0.00,-0.55,93.30,967.08,259
5/2/2013 05:54:12,5/2/2013,05:54:12,0.00,-0.47,93.30,967.08,232
5/2/2013 05:54:27,5/2/2013,05:54:27,0.00,-0.47,93.30,967.08,216
5/2/2013 05:54:42,5/2/2013,05:54:42,0.00,-0.47,93.30,967.08,281
5/2/2013 05:54:57,5/2/2013,05:54:57,0.00,-0.47,93.30,967.07,317
5/2/2013 05:55:12,5/2/2013,05:55:12,0.00,-0.47,93.30,967.07,313
5/2/2013 05:55:27,5/2/2013,05:55:27,0.00,-0.47,93.30,967.07,314
5/2/2013 05:55:42,5/2/2013,05:55:42,0.00,-0.47,93.30,967.07,314
5/2/2013 05:55:57,5/2/2013,05:55:57,0.00,-0.47,93.30,967.08,312
5/2/2013 05:56:12,5/2/2013,05:56:12,0.00,-0.42,93.30,967.09,312
5/2/2013 05:56:27,5/2/2013,05:56:27,0.00,-0.47,93.30,967.08,303
5/2/2013 05:56:42,5/2/2013,05:56:42,0.00,-0.42,93.30,967.08,138
5/2/2013 05:56:57,5/2/2013,05:56:57,0.00,-0.37,93.30,967.07,140
5/2/2013 05:57:12,5/2/2013,05:57:12,0.00,-0.37,93.30,967.05,197
5/2/2013 05:57:27,5/2/2013,05:57:27,0.00,-0.37,93.30,967.05,199
5/2/2013 05:57:42,5/2/2013,05:57:42,0.00,-0.47,93.30,967.05,200
5/2/2013 05:57:57,5/2/2013,05:57:57,0.00,-0.50,93.30,967.08,202
5/2/2013 05:58:12,5/2/2013,05:58:12,0.00,-0.47,93.30,967.07,203
5/2/2013 05:58:27,5/2/2013,05:58:27,0.00,-0.42,93.30,967.07,206
5/2/2013 05:58:42,5/2/2013,05:58:42,0.00,-0.47,93.19,967.07,206
5/2/2013 05:58:57,5/2/2013,05:58:57,0.00,-0.47,93.19,967.07,204
5/2/2013 05:59:12,5/2/2013,05:59:12,0.00,-0.47,93.19,967.08,205
5/2/2013 05:59:27,5/2/2013,05:59:27,0.00,-0.50,93.19,967.09,205
5/2/2013 05:59:42,5/2/2013,05:59:42,0.00,-0.50,93.19,967.10,206
5/2/2013 05:59:57,5/2/2013,05:59:57,0.00,-0.55,93.09,967.10,207
5/2/2013 06:00:12,5/2/2013,06:00:12,0.00,-0.50,93.09,967.10,206
5/2/2013 06:00:27,5/2/2013,06:00:27,0.00,-0.47,93.09,967.10,206
5/2/2013 06:00:42,5/2/2013,06:00:42,0.00,-0.47,93.09,967.11,207
5/2/2013 06:00:57,5/2/2013,06:00:57,0.00,-0.47,93.09,967.09,201
5/2/2013 06:01:12,5/2/2013,06:01:12,0.00,-0.47,93.00,967.09,206
5/2/2013 06:01:27,5/2/2013,06:01:27,0.00,-0.47,93.00,967.09,206
5/2/2013 06:01:42,5/2/2013,06:01:42,0.00,-0.55,93.00,967.09,207
5/2/2013 06:01:57,5/2/2013,06:01:57,0.00,-0.55,93.00,967.10,212
5/2/2013 06:02:12,5/2/2013,06:02:12,0.00,-0.55,92.90,967.12,233
5/2/2013 06:02:27,5/2/2013,06:02:27,0.00,-0.55,92.90,967.11,244
5/2/2013 06:02:42,5/2/2013,06:02:42,0.00,-0.55,92.90,967.11,243
5/2/2013 06:02:57,5/2/2013,06:02:57,0.00,-0.55,92.90,967.12,243
5/2/2013 06:03:12,5/2/2013,06:03:12,0.00,-0.55,92.80,967.12,244
5/2/2013 06:03:27,5/2/2013,06:03:27,0.00,-0.55,92.80,967.12,245
5/2/2013 06:03:42,5/2/2013,06:03:42,0.00,-0.50,92.80,967.13,248
5/2/2013 06:03:57,5/2/2013,06:03:57,0.00,-0.47,92.69,967.13,253
5/2/2013 06:04:12,5/2/2013,06:04:12,0.00,-0.47,92.69,967.13,254
5/2/2013 06:04:27,5/2/2013,06:04:27,0.00,-0.47,92.69,967.13,254
5/2/2013 06:04:42,5/2/2013,06:04:42,0.00,-0.47,92.69,967.12,254
5/2/2013 06:04:57,5/2/2013,06:04:57,0.00,-0.47,92.69,967.12,253
5/2/2013 06:05:12,5/2/2013,06:05:12,0.00,-0.47,92.69,967.12,249
5/2/2013 06:05:27,5/2/2013,06:05:27,0.00,-0.50,92.69,967.11,222
5/2/2013 06:05:42,5/2/2013,06:05:42,0.00,-0.55,92.69,967.12,222
5/2/2013 06:05:57,5/2/2013,06:05:57,0.00,-0.47,92.69,967.12,222
5/2/2013 06:06:12,5/2/2013,06:06:12,0.00,-0.50,92.69,967.13,221
5/2/2013 06:06:27,5/2/2013,06:06:27,0.00,-0.47,92.69,967.12,222
5/2/2013 06:06:42,5/2/2013,06:06:42,0.00,-0.50,92.69,967.12,233
5/2/2013 06:06:57,5/2/2013,06:06:57,0.00,-0.50,92.69,967.13,234
5/2/2013 06:07:12,5/2/2013,06:07:12,0.00,-0.47,92.59,967.13,233
5/2/2013 06:07:27,5/2/2013,06:07:27,0.00,-0.47,92.59,967.13,233
5/2/2013 06:07:42,5/2/2013,06:07:42,0.00,-0.47,92.59,967.12,233
5/2/2013 06:07:57,5/2/2013,06:07:57,0.00,-0.42,92.59,967.13,234
5/2/2013 06:08:12,5/2/2013,06:08:12,0.00,-0.42,92.59,967.15,235
5/2/2013 06:08:27,5/2/2013,06:08:27,0.00,-0.42,92.59,967.16,236
5/2/2013 06:08:42,5/2/2013,06:08:42,0.00,-0.37,92.59,967.16,236
5/2/2013 06:08:57,5/2/2013,06:08:57,0.00,-0.37,92.59,967.16,233
5/2/2013 06:09:12,5/2/2013,06:09:12,0.00,-0.37,92.59,967.16,232
5/2/2013 06:09:27,5/2/2013,06:09:27,0.00,-0.34,92.59,967.15,233
5/2/2013 06:09:42,5/2/2013,06:09:42,0.00,-0.34,92.59,967.15,233
5/2/2013 06:09:57,5/2/2013,06:09:57,0.00,-0.37,92.69,967.16,234
5/2/2013 06:10:12,5/2/2013,06:10:12,0.00,-0.37,92.59,967.15,230
5/2/2013 06:10:27,5/2/2013,06:10:27,0.00,-0.47,92.59,967.15,217
5/2/2013 06:10:42,5/2/2013,06:10:42,0.00,-0.42,92.50,967.15,205
5/2/2013 06:10:57,5/2/2013,06:10:57,0.00,-0.37,92.50,967.15,206
5/2/2013 06:11:12,5/2/2013,06:11:12,0.00,-0.34,92.50,967.16,189
5/2/2013 06:11:27,5/2/2013,06:11:27,0.00,-0.37,92.50,967.17,190
5/2/2013 06:11:42,5/2/2013,06:11:42,0.00,-0.34,92.50,967.16,215
5/2/2013 06:11:57,5/2/2013,06:11:57,0.00,-0.30,92.50,967.16,281
5/2/2013 06:12:12,5/2/2013,06:12:12,0.00,-0.30,92.50,967.18,281
5/2/2013 06:12:27,5/2/2013,06:12:27,0.00,-0.30,92.50,967.18,278
5/2/2013 06:12:42,5/2/2013,06:12:42,0.00,-0.30,92.50,967.19,275
5/2/2013 06:12:57,5/2/2013,06:12:57,0.00,-0.30,92.50,967.19,235
5/2/2013 06:13:12,5/2/2013,06:13:12,0.00,-0.30,92.50,967.19,231
5/2/2013 06:13:27,5/2/2013,06:13:27,0.00,-0.27,92.50,967.19,234
5/2/2013 06:13:42,5/2/2013,06:13:42,0.00,-0.27,92.50,967.20,235
5/2/2013 06:13:57,5/2/2013,06:13:57,0.00,-0.27,92.50,967.19,235
5/2/2013 06:14:12,5/2/2013,06:14:12,0.00,-0.22,92.50,967.20,246
5/2/2013 06:14:27,5/2/2013,06:14:27,0.00,-0.22,92.50,967.19,248
5/2/2013 06:14:42,5/2/2013,06:14:42,0.00,-0.22,92.50,967.19,248
5/2/2013 06:14:57,5/2/2013,06:14:57,0.00,-0.22,92.50,967.19,245
5/2/2013 06:15:12,5/2/2013,06:15:12,0.00,-0.22,92.50,967.19,227
5/2/2013 06:15:27,5/2/2013,06:15:27,0.00,-0.22,92.50,967.20,227
5/2/2013 06:15:42,5/2/2013,06:15:42,0.00,-0.22,92.50,967.22,231
5/2/2013 06:15:57,5/2/2013,06:15:57,0.00,-0.22,92.50,967.20,231
5/2/2013 06:16:12,5/2/2013,06:16:12,0.00,-0.22,92.50,967.19,232
5/2/2013 06:16:27,5/2/2013,06:16:27,0.00,-0.22,92.40,967.20,232
5/2/2013 06:16:42,5/2/2013,06:16:42,0.00,-0.22,92.40,967.22,232
5/2/2013 06:16:57,5/2/2013,06:16:57,0.00,-0.22,92.40,967.20,232
5/2/2013 06:17:12,5/2/2013,06:17:12,0.00,-0.17,92.40,967.23,232
5/2/2013 06:17:27,5/2/2013,06:17:27,0.00,-0.15,92.50,967.22,232
5/2/2013 06:17:42,5/2/2013,06:17:42,0.00,-0.15,92.50,967.22,233
5/2/2013 06:17:57,5/2/2013,06:17:57,0.00,-0.15,92.50,967.20,241
5/2/2013 06:18:12,5/2/2013,06:18:12,0.00,-0.15,92.50,967.20,264
5/2/2013 06:18:27,5/2/2013,06:18:27,0.00,-0.15,92.50,967.22,299
5/2/2013 06:18:42,5/2/2013,06:18:42,0.00,-0.10,92.50,967.22,296
5/2/2013 06:18:57,5/2/2013,06:18:57,0.00,-0.15,92.40,967.20,294
5/2/2013 06:19:12,5/2/2013,06:19:12,0.00,-0.07,92.50,967.18,287
5/2/2013 06:19:27,5/2/2013,06:19:27,0.00,-0.07,92.50,967.18,209
5/2/2013 06:19:42,5/2/2013,06:19:42,0.00,-0.07,92.50,967.18,161
5/2/2013 06:19:57,5/2/2013,06:19:57,0.00,-0.02,92.50,967.18,160
5/2/2013 06:20:12,5/2/2013,06:20:12,0.00,-0.02,92.50,967.18,217
5/2/2013 06:20:27,5/2/2013,06:20:27,0.00,0.00,92.59,967.17,218
5/2/2013 06:20:42,5/2/2013,06:20:42,0.00,0.00,92.59,967.18,200
5/2/2013 06:20:57,5/2/2013,06:20:57,0.00,0.05,92.59,967.18,205
5/2/2013 06:21:12,5/2/2013,06:21:12,0.00,0.00,92.69,967.19,256
5/2/2013 06:21:27,5/2/2013,06:21:27,0.00,-0.07,92.59,967.20,226
5/2/2013 06:21:42,5/2/2013,06:21:42,0.00,-0.15,92.40,967.22,215
5/2/2013 06:21:57,5/2/2013,06:21:57,0.00,-0.15,92.30,967.22,209
5/2/2013 06:22:12,5/2/2013,06:22:12,0.00,-0.15,92.19,967.23,211
5/2/2013 06:22:27,5/2/2013,06:22:27,0.00,-0.07,92.09,967.23,215
5/2/2013 06:22:42,5/2/2013,06:22:42,0.00,-0.07,92.00,967.23,260
5/2/2013 06:22:57,5/2/2013,06:22:57,0.00,-0.02,91.90,967.23,270
5/2/2013 06:23:12,5/2/2013,06:23:12,0.00,0.00,91.90,967.24,276
5/2/2013 06:23:27,5/2/2013,06:23:27,0.00,0.00,91.80,967.25,254
5/2/2013 06:23:42,5/2/2013,06:23:42,0.00,0.00,91.90,967.25,220
5/2/2013 06:23:57,5/2/2013,06:23:57,0.00,0.00,91.80,967.24,223
5/2/2013 06:24:12,5/2/2013,06:24:12,0.00,0.00,91.80,967.25,223
5/2/2013 06:24:27,5/2/2013,06:24:27,0.00,0.00,91.80,967.24,222
5/2/2013 06:24:42,5/2/2013,06:24:42,0.00,0.05,91.80,967.25,225
5/2/2013 06:24:57,5/2/2013,06:24:57,0.00,0.10,91.80,967.27,321
5/2/2013 06:25:12,5/2/2013,06:25:12,0.00,0.10,91.90,967.27,322
5/2/2013 06:25:27,5/2/2013,06:25:27,0.00,0.10,91.90,967.29,319
5/2/2013 06:25:42,5/2/2013,06:25:42,0.00,0.10,91.90,967.29,283
5/2/2013 06:25:57,5/2/2013,06:25:57,0.00,0.10,91.90,967.27,275
5/2/2013 06:26:12,5/2/2013,06:26:12,0.00,0.10,92.00,967.27,281
5/2/2013 06:26:27,5/2/2013,06:26:27,0.00,0.10,92.00,967.29,349
5/2/2013 06:26:42,5/2/2013,06:26:42,0.00,0.10,92.00,967.30,5
5/2/2013 06:26:57,5/2/2013,06:26:57,0.00,0.17,92.00,967.31,5
5/2/2013 06:27:12,5/2/2013,06:27:12,0.00,0.17,92.00,967.33,4
5/2/2013 06:27:27,5/2/2013,06:27:27,0.00,0.17,92.00,967.32,3
5/2/2013 06:27:42,5/2/2013,06:27:42,0.00,0.17,92.00,967.32,2
5/2/2013 06:27:57,5/2/2013,06:27:57,0.00,0.20,92.09,967.33,332
5/2/2013 06:28:12,5/2/2013,06:28:12,0.00,0.20,92.09,967.31,329
5/2/2013 06:28:27,5/2/2013,06:28:27,0.00,0.25,92.09,967.31,330
5/2/2013 06:28:42,5/2/2013,06:28:42,0.00,0.25,92.09,967.31,330
5/2/2013 06:28:57,5/2/2013,06:28:57,0.00,0.25,92.09,967.32,332
5/2/2013 06:29:12,5/2/2013,06:29:12,0.00,0.25,92.09,967.34,332
5/2/2013 06:29:27,5/2/2013,06:29:27,0.00,0.32,92.09,967.33,332
5/2/2013 06:29:42,5/2/2013,06:29:42,0.00,0.32,92.09,967.31,333
5/2/2013 06:29:57,5/2/2013,06:29:57,0.00,0.32,92.09,967.30,333
5/2/2013 06:30:12,5/2/2013,06:30:12,0.00,0.32,92.19,967.30,335
5/2/2013 06:30:27,5/2/2013,06:30:27,0.00,0.37,92.19,967.30,335
5/2/2013 06:30:42,5/2/2013,06:30:42,0.00,0.40,92.19,967.32,8
5/2/2013 06:30:57,5/2/2013,06:30:57,0.00,0.40,92.19,967.33,5
5/2/2013 06:31:12,5/2/2013,06:31:12,0.00,0.37,92.19,967.33,5
5/2/2013 06:31:27,5/2/2013,06:31:27,0.00,0.40,92.19,967.35,5
5/2/2013 06:31:42,5/2/2013,06:31:42,0.00,0.40,92.09,967.34,5
5/2/2013 06:31:57,5/2/2013,06:31:57,0.00,0.44,92.09,967.32,7
5/2/2013 06:32:12,5/2/2013,06:32:12,0.00,0.50,92.09,967.30,6
5/2/2013 06:32:27,5/2/2013,06:32:27,0.00,0.50,92.09,967.30,14
5/2/2013 06:32:42,5/2/2013,06:32:42,0.00,0.50,92.09,967.31,13
5/2/2013 06:32:57,5/2/2013,06:32:57,0.00,0.50,92.09,967.32,11
5/2/2013 06:33:12,5/2/2013,06:33:12,0.00,0.52,92.09,967.32,11
5/2/2013 06:33:27,5/2/2013,06:33:27,0.00,0.57,92.09,967.33,10
5/2/2013 06:33:42,5/2/2013,06:33:42,0.00,0.57,92.09,967.34,5
5/2/2013 06:33:57,5/2/2013,06:33:57,0.00,0.57,92.09,967.35,356
5/2/2013 06:34:12,5/2/2013,06:34:12,0.00,0.57,92.09,967.38,353
5/2/2013 06:34:27,5/2/2013,06:34:27,0.00,0.57,92.00,967.37,353
5/2/2013 06:34:42,5/2/2013,06:34:42,0.00,0.60,92.00,967.38,353
5/2/2013 06:34:57,5/2/2013,06:34:57,0.00,0.60,92.00,967.37,353
5/2/2013 06:35:12,5/2/2013,06:35:12,0.00,0.64,92.00,967.37,353
5/2/2013 06:35:27,5/2/2013,06:35:27,0.00,0.64,92.00,967.38,353
5/2/2013 06:35:42,5/2/2013,06:35:42,0.00,0.64,92.00,967.37,350
5/2/2013 06:35:57,5/2/2013,06:35:57,0.00,0.64,92.00,967.37,299
5/2/2013 06:36:12,5/2/2013,06:36:12,0.00,0.67,92.00,967.35,300
5/2/2013 06:36:27,5/2/2013,06:36:27,0.00,0.72,92.00,967.38,299
5/2/2013 06:36:42,5/2/2013,06:36:42,0.00,0.72,92.00,967.39,290
5/2/2013 06:36:57,5/2/2013,06:36:57,0.00,0.77,92.00,967.40,290
5/2/2013 06:37:12,5/2/2013,06:37:12,0.00,0.80,92.00,967.40,291
5/2/2013 06:37:27,5/2/2013,06:37:27,0.00,0.80,92.00,967.40,293
5/2/2013 06:37:42,5/2/2013,06:37:42,0.00,0.87,92.00,967.41,293
5/2/2013 06:37:57,5/2/2013,06:37:57,0.00,0.97,92.00,967.44,296
5/2/2013 06:38:12,5/2/2013,06:38:12,0.00,1.04,92.00,967.40,295
5/2/2013 06:38:27,5/2/2013,06:38:27,0.00,1.12,92.00,967.39,285
5/2/2013 06:38:42,5/2/2013,06:38:42,0.00,1.20,92.09,967.38,285
5/2/2013 06:38:57,5/2/2013,06:38:57,0.00,1.32,92.09,967.40,287
5/2/2013 06:39:12,5/2/2013,06:39:12,0.00,1.35,92.09,967.40,289
5/2/2013 06:39:27,5/2/2013,06:39:27,0.00,1.47,92.00,967.39,293
5/2/2013 06:39:42,5/2/2013,06:39:42,0.00,1.52,91.90,967.40,291
5/2/2013 06:39:57,5/2/2013,06:39:57,0.00,1.60,91.80,967.40,300
5/2/2013 06:40:12,5/2/2013,06:40:12,0.00,1.67,91.69,967.40,322
5/2/2013 06:40:27,5/2/2013,06:40:27,0.00,1.75,91.69,967.38,328
5/2/2013 06:40:42,5/2/2013,06:40:42,0.00,1.82,91.59,967.37,327
5/2/2013 06:40:57,5/2/2013,06:40:57,0.00,1.92,91.50,967.39,328
5/2/2013 06:41:12,5/2/2013,06:41:12,0.00,2.00,91.40,967.38,325
5/2/2013 06:41:27,5/2/2013,06:41:27,0.00,2.07,91.19,967.37,296
5/2/2013 06:41:42,5/2/2013,06:41:42,0.00,2.22,91.00,967.35,289
5/2/2013 06:41:57,5/2/2013,06:41:57,0.00,2.32,91.00,967.35,290
5/2/2013 06:42:12,5/2/2013,06:42:12,0.00,2.40,90.90,967.34,290
5/2/2013 06:42:27,5/2/2013,06:42:27,0.00,2.50,90.90,967.34,290
5/2/2013 06:42:42,5/2/2013,06:42:42,0.00,2.59,90.80,967.35,290
5/2/2013 06:42:57,5/2/2013,06:42:57,0.00,2.70,90.69,967.34,290
5/2/2013 06:43:12,5/2/2013,06:43:12,0.00,2.79,90.69,967.33,291
5/2/2013 06:43:27,5/2/2013,06:43:27,0.00,2.82,90.50,967.33,270
5/2/2013 06:43:42,5/2/2013,06:43:42,0.00,2.95,89.80,967.32,266
5/2/2013 06:43:57,5/2/2013,06:43:57,0.00,2.95,89.00,967.32,267
5/2/2013 06:44:12,5/2/2013,06:44:12,0.00,2.97,88.40,967.35,267
5/2/2013 06:44:27,5/2/2013,06:44:27,0.00,3.02,87.80,967.33,267
5/2/2013 06:44:42,5/2/2013,06:44:42,0.00,3.09,87.30,967.31,267
5/2/2013 06:44:57,5/2/2013,06:44:57,0.00,3.09,86.90,967.32,268
5/2/2013 06:45:12,5/2/2013,06:45:12,0.00,3.07,86.19,967.31,276
5/2/2013 06:45:27,5/2/2013,06:45:27,0.00,3.09,85.69,967.31,286
5/2/2013 06:45:42,5/2/2013,06:45:42,0.00,3.17,85.30,967.32,286
5/2/2013 06:45:57,5/2/2013,06:45:57,0.00,3.17,85.09,967.32,284
5/2/2013 06:46:12,5/2/2013,06:46:12,0.00,3.15,84.69,967.32,282
5/2/2013 06:46:27,5/2/2013,06:46:27,0.00,3.09,84.09,967.31,278
5/2/2013 06:46:42,5/2/2013,06:46:42,0.00,3.09,83.59,967.31,278
5/2/2013 06:46:57,5/2/2013,06:46:57,0.00,3.17,83.30,967.31,278
5/2/2013 06:47:12,5/2/2013,06:47:12,0.00,3.27,83.09,967.30,276
5/2/2013 06:47:27,5/2/2013,06:47:27,0.00,3.29,83.09,967.29,278
5/2/2013 06:47:42,5/2/2013,06:47:42,0.00,3.37,83.09,967.29,278
5/2/2013 06:47:57,5/2/2013,06:47:57,0.00,3.42,83.19,967.26,278
5/2/2013 06:48:12,5/2/2013,06:48:12,0.00,3.47,83.30,967.25,278
5/2/2013 06:48:27,5/2/2013,06:48:27,0.00,3.50,83.19,967.27,276
5/2/2013 06:48:42,5/2/2013,06:48:42,0.00,3.50,83.09,967.29,278
5/2/2013 06:48:57,5/2/2013,06:48:57,0.00,3.54,83.00,967.29,276
5/2/2013 06:49:12,5/2/2013,06:49:12,0.00,3.54,83.00,967.29,275
5/2/2013 06:49:27,5/2/2013,06:49:27,0.00,3.47,82.80,967.27,245
5/2/2013 06:49:42,5/2/2013,06:49:42,0.00,3.27,82.19,967.29,236
5/2/2013 06:49:57,5/2/2013,06:49:57,0.00,3.17,82.19,967.27,235
5/2/2013 06:50:12,5/2/2013,06:50:12,0.00,3.07,82.19,967.29,227
5/2/2013 06:50:27,5/2/2013,06:50:27,0.00,3.02,82.30,967.30,220
5/2/2013 06:50:42,5/2/2013,06:50:42,0.00,3.02,82.50,967.30,212
5/2/2013 06:50:57,5/2/2013,06:50:57,0.00,3.17,82.80,967.30,214
5/2/2013 06:51:12,5/2/2013,06:51:12,0.00,3.29,82.80,967.29,216
5/2/2013 06:51:27,5/2/2013,06:51:27,0.00,3.34,82.69,967.29,217
5/2/2013 06:51:42,5/2/2013,06:51:42,0.00,3.34,82.40,967.29,217
5/2/2013 06:51:57,5/2/2013,06:51:57,0.00,3.42,82.19,967.27,217
5/2/2013 06:52:12,5/2/2013,06:52:12,0.00,3.42,82.00,967.29,217
5/2/2013 06:52:27,5/2/2013,06:52:27,0.00,3.27,81.80,967.29,215
5/2/2013 06:52:42,5/2/2013,06:52:42,0.00,3.22,81.80,967.29,214
5/2/2013 06:52:57,5/2/2013,06:52:57,0.00,3.09,81.80,967.30,212
5/2/2013 06:53:12,5/2/2013,06:53:12,0.00,3.09,81.90,967.31,212
5/2/2013 06:53:27,5/2/2013,06:53:27,0.00,3.22,82.00,967.32,212
5/2/2013 06:53:42,5/2/2013,06:53:42,0.00,3.34,82.09,967.32,208
5/2/2013 06:53:57,5/2/2013,06:53:57,0.00,3.37,82.40,967.31,188
5/2/2013 06:54:12,5/2/2013,06:54:12,0.00,3.37,82.59,967.31,206
5/2/2013 06:54:27,5/2/2013,06:54:27,0.00,3.42,82.50,967.32,227
5/2/2013 06:54:42,5/2/2013,06:54:42,0.00,3.47,82.50,967.34,261
5/2/2013 06:54:57,5/2/2013,06:54:57,0.00,3.47,82.30,967.34,259
5/2/2013 06:55:12,5/2/2013,06:55:12,0.00,3.37,82.00,967.34,253
5/2/2013 06:55:27,5/2/2013,06:55:27,0.00,3.34,81.80,967.34,251
5/2/2013 06:55:42,5/2/2013,06:55:42,0.00,3.34,81.80,967.32,251
5/2/2013 06:55:57,5/2/2013,06:55:57,0.00,3.34,81.69,967.34,251
5/2/2013 06:56:12,5/2/2013,06:56:12,0.00,3.27,81.59,967.33,248
5/2/2013 06:56:27,5/2/2013,06:56:27,0.00,3.27,81.69,967.34,241
5/2/2013 06:56:42,5/2/2013,06:56:42,0.00,3.29,81.80,967.37,242
5/2/2013 06:56:57,5/2/2013,06:56:57,0.00,3.17,81.90,967.34,242
5/2/2013 06:57:12,5/2/2013,06:57:12,0.00,3.17,82.09,967.35,242
5/2/2013 06:57:27,5/2/2013,06:57:27,0.00,3.27,82.30,967.35,244
5/2/2013 06:57:42,5/2/2013,06:57:42,0.00,3.22,82.40,967.38,244
5/2/2013 06:57:57,5/2/2013,06:57:57,0.00,3.17,82.50,967.39,240
5/2/2013 06:58:12,5/2/2013,06:58:12,0.00,3.09,82.59,967.40,209
5/2/2013 06:58:27,5/2/2013,06:58:27,0.00,3.02,82.90,967.39,211
5/2/2013 06:58:42,5/2/2013,06:58:42,0.00,2.95,83.19,967.38,210
5/2/2013 06:58:57,5/2/2013,06:58:57,0.00,2.95,83.40,967.39,210
5/2/2013 06:59:12,5/2/2013,06:59:12,0.00,2.87,83.59,967.40,211
5/2/2013 06:59:27,5/2/2013,06:59:27,0.00,2.95,83.90,967.41,211
5/2/2013 06:59:42,5/2/2013,06:59:42,0.00,3.02,84.00,967.41,211
5/2/2013 06:59:57,5/2/2013,06:59:57,0.00,3.02,84.09,967.41,212
5/2/2013 07:00:12,5/2/2013,07:00:12,0.00,3.07,84.00,967.41,215
5/2/2013 07:00:27,5/2/2013,07:00:27,0.00,3.07,83.90,967.41,216
5/2/2013 07:00:42,5/2/2013,07:00:42,0.00,3.02,83.80,967.40,216
5/2/2013 07:00:57,5/2/2013,07:00:57,0.00,3.02,83.90,967.41,213
5/2/2013 07:01:12,5/2/2013,07:01:12,0.00,3.15,84.09,967.41,214
5/2/2013 07:01:27,5/2/2013,07:01:27,0.00,3.15,84.19,967.41,214
5/2/2013 07:01:42,5/2/2013,07:01:42,0.00,3.09,84.30,967.41,216
5/2/2013 07:01:57,5/2/2013,07:01:57,0.00,3.09,84.30,967.41,216
5/2/2013 07:02:12,5/2/2013,07:02:12,0.00,3.17,84.40,967.41,214
5/2/2013 07:02:27,5/2/2013,07:02:27,0.00,3.17,84.40,967.40,213
5/2/2013 07:02:42,5/2/2013,07:02:42,0.00,3.17,84.30,967.40,215
5/2/2013 07:02:57,5/2/2013,07:02:57,0.00,3.22,84.30,967.40,216
5/2/2013 07:03:12,5/2/2013,07:03:12,0.00,3.17,84.30,967.39,220
5/2/2013 07:03:27,5/2/2013,07:03:27,0.00,3.02,84.00,967.40,210
5/2/2013 07:03:42,5/2/2013,07:03:42,0.00,3.02,84.09,967.40,210
5/2/2013 07:03:57,5/2/2013,07:03:57,0.00,2.95,84.19,967.39,210
5/2/2013 07:04:12,5/2/2013,07:04:12,0.00,2.95,84.19,967.41,205
5/2/2013 07:04:27,5/2/2013,07:04:27,0.00,3.02,84.30,967.42,209
5/2/2013 07:04:42,5/2/2013,07:04:42,0.00,3.02,84.30,967.44,211
5/2/2013 07:04:57,5/2/2013,07:04:57,0.00,3.02,84.40,967.45,212
5/2/2013 07:05:12,5/2/2013,07:05:12,0.00,2.95,84.40,967.44,207
5/2/2013 07:05:27,5/2/2013,07:05:27,0.00,2.95,84.40,967.44,205
5/2/2013 07:05:42,5/2/2013,07:05:42,0.00,3.02,84.59,967.42,215
5/2/2013 07:05:57,5/2/2013,07:05:57,0.00,3.02,84.80,967.42,214
5/2/2013 07:06:12,5/2/2013,07:06:12,0.00,3.09,84.80,967.44,214
5/2/2013 07:06:27,5/2/2013,07:06:27,0.00,3.15,84.90,967.42,215
5/2/2013 07:06:42,5/2/2013,07:06:42,0.00,3.02,85.09,967.44,231
5/2/2013 07:06:57,5/2/2013,07:06:57,0.00,2.95,85.09,967.44,216
5/2/2013 07:07:12,5/2/2013,07:07:12,0.00,2.95,85.09,967.41,209
5/2/2013 07:07:27,5/2/2013,07:07:27,0.00,3.07,85.30,967.41,206
5/2/2013 07:07:42,5/2/2013,07:07:42,0.00,3.09,85.40,967.40,207
5/2/2013 07:07:57,5/2/2013,07:07:57,0.00,3.15,85.50,967.41,213
5/2/2013 07:08:12,5/2/2013,07:08:12,0.00,3.17,85.50,967.40,213
5/2/2013 07:08:27,5/2/2013,07:08:27,0.00,3.22,85.50,967.40,220
