DateTime,Date,Time,Wind,Temperature,Pressure,Humidity,Direction
11/8/2013 02:05:24,11/8/2013,02:05:24,0.00,4.30,952.61,77.19,272
11/8/2013 02:05:54,11/8/2013,02:05:54,0.00,4.30,952.59,77.19,324
11/8/2013 02:06:24,11/8/2013,02:06:24,0.00,4.30,952.57,77.19,328
11/8/2013 02:06:54,11/8/2013,02:06:54,0.00,4.30,952.58,77.19,326
11/8/2013 02:07:24,11/8/2013,02:07:24,0.00,4.30,952.59,77.19,326
11/8/2013 02:07:54,11/8/2013,02:07:54,0.00,4.30,952.59,77.19,326
11/8/2013 02:08:24,11/8/2013,02:08:24,0.00,4.22,952.57,77.19,327
11/8/2013 02:08:54,11/8/2013,02:08:54,0.00,4.22,952.54,77.19,326
11/8/2013 02:09:24,11/8/2013,02:09:24,0.00,4.22,952.51,77.30,327
11/8/2013 02:09:54,11/8/2013,02:09:54,0.00,4.22,952.50,77.30,325
11/8/2013 02:10:24,11/8/2013,02:10:24,0.00,4.22,952.49,77.30,321
11/8/2013 02:10:54,11/8/2013,02:10:54,0.00,4.12,952.49,77.19,321
11/8/2013 02:11:24,11/8/2013,02:11:24,0.00,4.12,952.49,77.19,323
11/8/2013 02:11:54,11/8/2013,02:11:54,0.00,4.12,952.46,77.19,326
11/8/2013 02:12:24,11/8/2013,02:12:24,0.00,4.12,952.49,77.30,330
11/8/2013 02:12:54,11/8/2013,02:12:54,0.00,4.12,952.48,77.30,329
11/8/2013 02:13:24,11/8/2013,02:13:24,0.00,4.09,952.48,77.30,328
11/8/2013 02:13:54,11/8/2013,02:13:54,0.00,4.09,952.48,77.30,326
11/8/2013 02:14:24,11/8/2013,02:14:24,0.00,4.05,952.50,77.30,326
11/8/2013 02:14:54,11/8/2013,02:14:54,0.00,4.05,952.50,77.30,326
11/8/2013 02:15:24,11/8/2013,02:15:24,0.00,4.05,952.51,77.30,326
11/8/2013 02:15:54,11/8/2013,02:15:54,0.00,4.05,952.53,77.30,329
11/8/2013 02:16:24,11/8/2013,02:16:24,0.00,4.02,952.53,77.30,346
11/8/2013 02:16:54,11/8/2013,02:16:54,0.00,4.02,952.53,77.30,346
11/8/2013 02:17:24,11/8/2013,02:17:24,0.00,3.97,952.52,77.30,10
11/8/2013 02:17:54,11/8/2013,02:17:54,0.00,3.97,952.51,77.30,9
11/8/2013 02:18:24,11/8/2013,02:18:24,0.00,3.97,952.51,77.30,9
11/8/2013 02:18:54,11/8/2013,02:18:54,0.00,3.97,952.50,77.30,8
11/8/2013 02:19:24,11/8/2013,02:19:24,0.00,3.97,952.53,77.30,331
11/8/2013 02:19:54,11/8/2013,02:19:54,0.00,3.95,952.54,77.30,337
11/8/2013 02:20:24,11/8/2013,02:20:24,0.00,3.95,952.54,77.30,339
11/8/2013 02:20:54,11/8/2013,02:20:54,0.00,3.90,952.56,77.30,354
11/8/2013 02:21:24,11/8/2013,02:21:24,0.00,3.90,952.57,77.30,313
11/8/2013 02:21:54,11/8/2013,02:21:54,0.00,3.90,952.58,77.40,311
11/8/2013 02:22:24,11/8/2013,02:22:24,0.00,3.90,952.58,77.40,316
11/8/2013 02:22:54,11/8/2013,02:22:54,0.00,3.90,952.58,77.40,320
11/8/2013 02:23:24,11/8/2013,02:23:24,0.00,3.90,952.57,77.40,314
11/8/2013 02:23:54,11/8/2013,02:23:54,0.00,3.84,952.57,77.40,310
11/8/2013 02:24:24,11/8/2013,02:24:24,0.00,3.82,952.54,77.40,309
11/8/2013 02:24:54,11/8/2013,02:24:54,0.00,3.82,952.58,77.40,306
11/8/2013 02:25:24,11/8/2013,02:25:24,0.00,3.82,952.57,77.40,322
11/8/2013 02:25:54,11/8/2013,02:25:54,0.00,3.82,952.57,77.40,28
11/8/2013 02:26:24,11/8/2013,02:26:24,0.00,3.77,952.58,77.40,29
11/8/2013 02:26:54,11/8/2013,02:26:54,0.00,3.75,952.59,77.40,11
11/8/2013 02:27:24,11/8/2013,02:27:24,0.00,3.75,952.59,77.40,10
11/8/2013 02:27:54,11/8/2013,02:27:54,0.00,3.75,952.60,77.40,6
11/8/2013 02:28:24,11/8/2013,02:28:24,0.00,3.75,952.59,77.40,328
11/8/2013 02:28:54,11/8/2013,02:28:54,0.00,3.75,952.57,77.40,331
11/8/2013 02:29:24,11/8/2013,02:29:24,0.00,3.75,952.58,77.50,329
11/8/2013 02:29:54,11/8/2013,02:29:54,0.00,3.70,952.57,77.40,320
11/8/2013 02:30:24,11/8/2013,02:30:24,0.00,3.65,952.58,77.40,312
11/8/2013 02:30:54,11/8/2013,02:30:54,0.00,3.65,952.56,77.40,353
11/8/2013 02:31:24,11/8/2013,02:31:24,0.00,3.65,952.51,77.40,37
11/8/2013 02:31:54,11/8/2013,02:31:54,0.00,3.65,952.49,77.40,36
11/8/2013 02:32:24,11/8/2013,02:32:24,0.00,3.57,952.52,77.50,36
11/8/2013 02:32:54,11/8/2013,02:32:54,0.00,3.57,952.50,77.50,32
11/8/2013 02:33:24,11/8/2013,02:33:24,0.00,3.57,952.51,77.50,359
11/8/2013 02:33:54,11/8/2013,02:33:54,0.00,3.57,952.49,77.50,358
11/8/2013 02:34:24,11/8/2013,02:34:24,0.00,3.54,952.48,77.50,52
11/8/2013 02:34:54,11/8/2013,02:34:54,0.00,3.50,952.46,77.40,51
11/8/2013 02:35:24,11/8/2013,02:35:24,0.00,3.50,952.46,77.40,52
11/8/2013 02:35:54,11/8/2013,02:35:54,0.00,3.47,952.44,77.40,55
11/8/2013 02:36:24,11/8/2013,02:36:24,0.00,3.42,952.43,77.40,55
11/8/2013 02:36:54,11/8/2013,02:36:54,0.00,3.42,952.40,77.40,60
11/8/2013 02:37:24,11/8/2013,02:37:24,0.00,3.42,952.40,77.40,60
11/8/2013 02:37:54,11/8/2013,02:37:54,0.00,3.34,952.37,77.40,62
11/8/2013 02:38:24,11/8/2013,02:38:24,0.00,3.34,952.38,77.50,64
11/8/2013 02:38:54,11/8/2013,02:38:54,0.00,3.34,952.36,77.50,61
11/8/2013 02:39:24,11/8/2013,02:39:24,0.00,3.34,952.36,77.50,62
11/8/2013 02:39:54,11/8/2013,02:39:54,0.00,3.29,952.33,77.40,54
11/8/2013 02:40:24,11/8/2013,02:40:24,0.00,3.27,952.30,77.40,51
11/8/2013 02:40:54,11/8/2013,02:40:54,0.00,3.27,952.29,77.40,51
11/8/2013 02:41:24,11/8/2013,02:41:24,0.00,3.27,952.29,77.40,51
11/8/2013 02:41:54,11/8/2013,02:41:54,0.00,3.27,952.28,77.40,52
11/8/2013 02:42:24,11/8/2013,02:42:24,0.00,3.22,952.30,77.40,43
11/8/2013 02:42:54,11/8/2013,02:42:54,0.00,3.17,952.30,77.40,26
11/8/2013 02:43:24,11/8/2013,02:43:24,0.00,3.17,952.30,77.40,0
11/8/2013 02:43:54,11/8/2013,02:43:54,0.00,3.17,952.28,77.40,5
11/8/2013 02:44:24,11/8/2013,02:44:24,0.00,3.17,952.28,77.40,13
11/8/2013 02:44:54,11/8/2013,02:44:54,0.00,3.15,952.28,77.40,14
11/8/2013 02:45:24,11/8/2013,02:45:24,0.00,3.09,952.27,77.40,14
11/8/2013 02:45:54,11/8/2013,02:45:54,0.00,3.09,952.27,77.30,14
11/8/2013 02:46:24,11/8/2013,02:46:24,0.00,3.09,952.27,77.40,14
11/8/2013 02:46:54,11/8/2013,02:46:54,0.00,3.09,952.28,77.40,15
11/8/2013 02:47:24,11/8/2013,02:47:24,0.00,3.07,952.24,77.30,15
11/8/2013 02:47:54,11/8/2013,02:47:54,0.00,3.07,952.22,77.30,18
11/8/2013 02:48:24,11/8/2013,02:48:24,0.00,3.02,952.25,77.30,35
11/8/2013 02:48:54,11/8/2013,02:48:54,0.00,2.95,952.26,77.19,36
11/8/2013 02:49:24,11/8/2013,02:49:24,0.00,2.95,952.25,77.19,36
11/8/2013 02:49:54,11/8/2013,02:49:54,0.00,2.95,952.24,77.19,36
11/8/2013 02:50:24,11/8/2013,02:50:24,0.00,2.87,952.25,77.09,36
11/8/2013 02:50:54,11/8/2013,02:50:54,0.00,2.87,952.21,77.09,36
11/8/2013 02:51:24,11/8/2013,02:51:24,0.00,2.82,952.20,77.09,36
11/8/2013 02:51:54,11/8/2013,02:51:54,0.00,2.79,952.19,77.09,54
11/8/2013 02:52:24,11/8/2013,02:52:24,0.00,2.75,952.20,77.09,60
11/8/2013 02:52:54,11/8/2013,02:52:54,0.00,2.75,952.22,77.00,60
11/8/2013 02:53:24,11/8/2013,02:53:24,0.00,2.70,952.21,77.00,58
11/8/2013 02:53:54,11/8/2013,02:53:54,0.00,2.67,952.19,77.00,63
11/8/2013 02:54:24,11/8/2013,02:54:24,0.00,2.67,952.19,77.00,62
11/8/2013 02:54:54,11/8/2013,02:54:54,0.00,2.62,952.19,77.00,62
11/8/2013 02:55:24,11/8/2013,02:55:24,0.00,2.62,952.18,77.00,61
11/8/2013 02:55:54,11/8/2013,02:55:54,0.00,2.62,952.19,77.00,61
11/8/2013 02:56:24,11/8/2013,02:56:24,0.00,2.62,952.19,77.00,62
11/8/2013 02:56:54,11/8/2013,02:56:54,0.00,2.62,952.19,77.00,59
11/8/2013 02:57:24,11/8/2013,02:57:24,0.00,2.62,952.20,77.00,59
11/8/2013 02:57:54,11/8/2013,02:57:54,0.00,2.62,952.19,77.00,37
11/8/2013 02:58:24,11/8/2013,02:58:24,0.00,2.62,952.18,77.00,37
11/8/2013 02:58:54,11/8/2013,02:58:54,0.00,2.62,952.16,77.00,37
11/8/2013 02:59:24,11/8/2013,02:59:24,0.00,2.62,952.14,77.00,37
11/8/2013 02:59:54,11/8/2013,02:59:54,0.00,2.62,952.13,77.09,37
11/8/2013 03:00:24,11/8/2013,03:00:24,0.00,2.62,952.14,77.09,17
11/8/2013 03:00:54,11/8/2013,03:00:54,0.00,2.62,952.13,77.09,21
11/8/2013 03:01:24,11/8/2013,03:01:24,0.00,2.62,952.13,77.09,22
11/8/2013 03:01:54,11/8/2013,03:01:54,0.00,2.62,952.12,77.19,26
11/8/2013 03:02:24,11/8/2013,03:02:24,0.00,2.59,952.13,77.19,27
11/8/2013 03:02:54,11/8/2013,03:02:54,0.00,2.59,952.12,77.19,27
11/8/2013 03:03:24,11/8/2013,03:03:24,0.00,2.54,952.12,77.30,26
11/8/2013 03:03:54,11/8/2013,03:03:54,0.00,2.54,952.13,77.19,27
11/8/2013 03:04:24,11/8/2013,03:04:24,0.00,2.54,952.12,77.30,27
11/8/2013 03:04:54,11/8/2013,03:04:54,0.00,2.54,952.12,77.30,26
11/8/2013 03:05:24,11/8/2013,03:05:24,0.00,2.54,952.11,77.30,43
11/8/2013 03:05:54,11/8/2013,03:05:54,0.00,2.54,952.09,77.30,43
11/8/2013 03:06:24,11/8/2013,03:06:24,0.00,2.54,952.09,77.30,43
11/8/2013 03:06:54,11/8/2013,03:06:54,0.00,2.50,952.08,77.30,43
11/8/2013 03:07:24,11/8/2013,03:07:24,0.00,2.50,952.10,77.30,42
11/8/2013 03:07:54,11/8/2013,03:07:54,0.00,2.54,952.11,77.40,314
11/8/2013 03:08:24,11/8/2013,03:08:24,0.00,2.54,952.11,77.40,304
11/8/2013 03:08:54,11/8/2013,03:08:54,0.00,2.54,952.10,77.50,303
11/8/2013 03:09:24,11/8/2013,03:09:24,0.00,2.54,952.10,77.50,43
11/8/2013 03:09:54,11/8/2013,03:09:54,0.00,2.54,952.10,77.59,46
11/8/2013 03:10:24,11/8/2013,03:10:24,0.00,2.54,952.10,77.59,46
11/8/2013 03:10:54,11/8/2013,03:10:54,0.00,2.54,952.12,77.59,45
11/8/2013 03:11:24,11/8/2013,03:11:24,0.00,2.54,952.11,77.59,41
11/8/2013 03:11:54,11/8/2013,03:11:54,0.00,2.54,952.09,77.69,41
11/8/2013 03:12:24,11/8/2013,03:12:24,0.00,2.54,952.10,77.69,41
11/8/2013 03:12:54,11/8/2013,03:12:54,0.00,2.54,952.08,77.69,42
11/8/2013 03:13:24,11/8/2013,03:13:24,0.00,2.54,952.06,77.69,44
11/8/2013 03:13:54,11/8/2013,03:13:54,0.00,2.54,952.06,77.69,44
11/8/2013 03:14:24,11/8/2013,03:14:24,0.00,2.47,952.04,77.69,44
11/8/2013 03:14:54,11/8/2013,03:14:54,0.00,2.47,952.01,77.69,42
11/8/2013 03:15:24,11/8/2013,03:15:24,0.00,2.42,952.02,77.69,38
11/8/2013 03:15:54,11/8/2013,03:15:54,0.00,2.42,952.03,77.69,38
11/8/2013 03:16:24,11/8/2013,03:16:24,0.00,2.42,952.03,77.80,38
11/8/2013 03:16:54,11/8/2013,03:16:54,0.00,2.47,952.01,77.80,38
11/8/2013 03:17:24,11/8/2013,03:17:24,0.00,2.47,952.02,77.80,38
11/8/2013 03:17:54,11/8/2013,03:17:54,0.00,2.47,952.02,77.80,38
11/8/2013 03:18:24,11/8/2013,03:18:24,0.00,2.47,952.02,77.80,17
11/8/2013 03:18:54,11/8/2013,03:18:54,0.00,2.47,952.04,77.90,12
11/8/2013 03:19:24,11/8/2013,03:19:24,0.00,2.50,952.05,77.90,11
11/8/2013 03:19:54,11/8/2013,03:19:54,0.00,2.54,952.06,77.90,13
11/8/2013 03:20:24,11/8/2013,03:20:24,0.00,2.54,952.05,78.00,14
11/8/2013 03:20:54,11/8/2013,03:20:54,0.00,2.59,952.06,78.00,14
11/8/2013 03:21:24,11/8/2013,03:21:24,0.00,2.62,952.03,78.00,14
11/8/2013 03:21:54,11/8/2013,03:21:54,0.00,2.62,952.03,78.00,15
11/8/2013 03:22:24,11/8/2013,03:22:24,0.00,2.62,952.01,78.00,15
11/8/2013 03:22:54,11/8/2013,03:22:54,0.00,2.59,952.01,78.09,15
11/8/2013 03:23:24,11/8/2013,03:23:24,0.00,2.59,952.04,78.09,15
11/8/2013 03:23:54,11/8/2013,03:23:54,0.00,2.59,952.05,78.09,15
11/8/2013 03:24:24,11/8/2013,03:24:24,0.00,2.59,952.06,78.09,14
11/8/2013 03:24:54,11/8/2013,03:24:54,0.00,2.59,952.06,78.09,15
11/8/2013 03:25:24,11/8/2013,03:25:24,0.00,2.62,952.04,78.09,21
11/8/2013 03:25:54,11/8/2013,03:25:54,0.00,2.59,952.04,78.19,33
11/8/2013 03:26:24,11/8/2013,03:26:24,0.00,2.54,952.05,78.09,33
11/8/2013 03:26:54,11/8/2013,03:26:54,0.00,2.54,952.03,78.09,34
11/8/2013 03:27:24,11/8/2013,03:27:24,0.00,2.54,952.02,78.19,34
11/8/2013 03:27:54,11/8/2013,03:27:54,0.00,2.59,952.01,78.19,33
11/8/2013 03:28:24,11/8/2013,03:28:24,0.00,2.54,952.00,78.19,33
11/8/2013 03:28:54,11/8/2013,03:28:54,0.00,2.54,952.00,78.19,42
11/8/2013 03:29:24,11/8/2013,03:29:24,0.00,2.47,952.01,78.19,54
11/8/2013 03:29:54,11/8/2013,03:29:54,0.00,2.47,952.00,78.19,53
11/8/2013 03:30:24,11/8/2013,03:30:24,0.00,2.47,952.03,78.19,53
11/8/2013 03:30:54,11/8/2013,03:30:54,0.00,2.47,952.03,78.19,53
11/8/2013 03:31:24,11/8/2013,03:31:24,0.00,2.47,952.03,78.19,53
11/8/2013 03:31:54,11/8/2013,03:31:54,0.00,2.47,952.02,78.19,53
11/8/2013 03:32:24,11/8/2013,03:32:24,0.00,2.47,952.02,78.19,53
11/8/2013 03:32:54,11/8/2013,03:32:54,0.00,2.47,952.01,78.30,53
11/8/2013 03:33:24,11/8/2013,03:33:24,0.00,2.47,952.01,78.30,18
11/8/2013 03:33:54,11/8/2013,03:33:54,0.00,2.47,952.01,78.30,22
11/8/2013 03:34:24,11/8/2013,03:34:24,0.00,2.47,951.98,78.30,22
11/8/2013 03:34:54,11/8/2013,03:34:54,0.00,2.47,952.01,78.30,22
11/8/2013 03:35:24,11/8/2013,03:35:24,0.00,2.40,952.02,78.30,44
11/8/2013 03:35:54,11/8/2013,03:35:54,0.00,2.40,952.01,78.40,48
11/8/2013 03:36:24,11/8/2013,03:36:24,0.00,2.34,952.00,78.40,51
11/8/2013 03:36:54,11/8/2013,03:36:54,0.00,2.32,952.00,78.50,58
11/8/2013 03:37:24,11/8/2013,03:37:24,0.00,2.32,952.00,78.59,56
11/8/2013 03:37:54,11/8/2013,03:37:54,0.00,2.32,952.03,78.59,56
11/8/2013 03:38:24,11/8/2013,03:38:24,0.00,2.22,952.03,78.59,56
11/8/2013 03:38:54,11/8/2013,03:38:54,0.00,2.22,952.03,78.59,56
11/8/2013 03:39:24,11/8/2013,03:39:24,0.00,2.22,952.03,78.59,56
11/8/2013 03:39:54,11/8/2013,03:39:54,0.00,2.22,952.03,78.59,56
11/8/2013 03:40:24,11/8/2013,03:40:24,0.00,2.22,952.04,78.59,55
11/8/2013 03:40:54,11/8/2013,03:40:54,0.00,2.22,952.02,78.59,62
11/8/2013 03:41:24,11/8/2013,03:41:24,0.00,2.22,952.04,78.80,63
11/8/2013 03:41:54,11/8/2013,03:41:54,0.00,2.22,952.06,78.80,60
11/8/2013 03:42:24,11/8/2013,03:42:24,0.00,2.20,952.08,78.80,59
11/8/2013 03:42:54,11/8/2013,03:42:54,0.00,2.20,952.06,78.80,58
11/8/2013 03:43:24,11/8/2013,03:43:24,0.00,2.15,952.08,78.80,58
11/8/2013 03:43:54,11/8/2013,03:43:54,0.00,2.20,952.08,78.80,58
11/8/2013 03:44:24,11/8/2013,03:44:24,0.00,2.15,952.05,78.90,58
11/8/2013 03:44:54,11/8/2013,03:44:54,0.00,2.20,952.08,78.90,58
11/8/2013 03:45:24,11/8/2013,03:45:24,0.00,2.15,952.08,78.90,58
11/8/2013 03:45:54,11/8/2013,03:45:54,0.00,2.07,952.06,78.90,61
11/8/2013 03:46:24,11/8/2013,03:46:24,0.00,2.07,952.06,78.90,61
11/8/2013 03:46:54,11/8/2013,03:46:54,0.00,2.07,952.05,78.90,60
11/8/2013 03:47:24,11/8/2013,03:47:24,0.00,2.07,952.09,78.90,58
11/8/2013 03:47:54,11/8/2013,03:47:54,0.00,2.07,952.08,78.90,54
11/8/2013 03:48:24,11/8/2013,03:48:24,0.00,2.07,952.08,79.00,33
11/8/2013 03:48:54,11/8/2013,03:48:54,0.00,2.07,952.08,79.00,26
11/8/2013 03:49:24,11/8/2013,03:49:24,0.00,2.07,952.09,79.00,285
11/8/2013 03:49:54,11/8/2013,03:49:54,0.00,2.15,952.08,79.00,320
11/8/2013 03:50:24,11/8/2013,03:50:24,0.00,2.15,952.10,79.00,29
11/8/2013 03:50:54,11/8/2013,03:50:54,0.00,2.15,952.10,79.09,39
11/8/2013 03:51:24,11/8/2013,03:51:24,0.00,2.12,952.09,79.09,38
11/8/2013 03:51:54,11/8/2013,03:51:54,0.00,2.12,952.10,79.09,38
11/8/2013 03:52:24,11/8/2013,03:52:24,0.00,2.07,952.12,79.00,38
11/8/2013 03:52:54,11/8/2013,03:52:54,0.00,2.07,952.11,79.09,38
11/8/2013 03:53:24,11/8/2013,03:53:24,0.00,2.07,952.10,79.09,38
11/8/2013 03:53:54,11/8/2013,03:53:54,0.00,2.07,952.11,79.09,36
11/8/2013 03:54:24,11/8/2013,03:54:24,0.00,2.07,952.11,79.09,35
11/8/2013 03:54:54,11/8/2013,03:54:54,0.00,2.07,952.13,79.09,37
11/8/2013 03:55:24,11/8/2013,03:55:24,0.00,2.07,952.10,79.09,36
11/8/2013 03:55:54,11/8/2013,03:55:54,0.00,2.07,952.10,79.09,36
11/8/2013 03:56:24,11/8/2013,03:56:24,0.00,2.07,952.10,79.09,36
11/8/2013 03:56:54,11/8/2013,03:56:54,0.00,2.07,952.11,79.09,36
11/8/2013 03:57:24,11/8/2013,03:57:24,0.00,2.07,952.12,79.09,36
11/8/2013 03:57:54,11/8/2013,03:57:54,0.00,2.07,952.11,79.19,36
11/8/2013 03:58:24,11/8/2013,03:58:24,0.00,2.07,952.11,79.19,36
11/8/2013 03:58:54,11/8/2013,03:58:54,0.00,2.07,952.12,79.19,36
11/8/2013 03:59:24,11/8/2013,03:59:24,0.00,2.07,952.10,79.19,37
11/8/2013 03:59:54,11/8/2013,03:59:54,0.00,2.07,952.08,79.19,36
11/8/2013 04:00:24,11/8/2013,04:00:24,0.00,2.07,952.08,79.19,37
11/8/2013 04:00:54,11/8/2013,04:00:54,0.00,2.07,952.06,79.19,313
11/8/2013 04:01:24,11/8/2013,04:01:24,0.00,2.07,952.03,79.19,20
11/8/2013 04:01:54,11/8/2013,04:01:54,0.00,2.12,952.02,79.19,30
11/8/2013 04:02:24,11/8/2013,04:02:24,0.00,2.07,952.00,79.19,28
11/8/2013 04:02:54,11/8/2013,04:02:54,0.00,2.07,952.00,79.19,28
11/8/2013 04:03:24,11/8/2013,04:03:24,0.00,2.07,952.00,79.19,28
11/8/2013 04:03:54,11/8/2013,04:03:54,0.00,2.12,952.00,79.30,350
11/8/2013 04:04:24,11/8/2013,04:04:24,0.00,2.12,952.00,79.30,350
11/8/2013 04:04:54,11/8/2013,04:04:54,0.00,2.15,952.00,79.30,352
11/8/2013 04:05:24,11/8/2013,04:05:24,0.00,2.15,951.96,79.30,353
11/8/2013 04:05:54,11/8/2013,04:05:54,0.00,2.15,951.96,79.30,5
11/8/2013 04:06:24,11/8/2013,04:06:24,0.00,2.15,951.96,79.30,22
11/8/2013 04:06:54,11/8/2013,04:06:54,0.00,2.12,951.97,79.30,22
11/8/2013 04:07:24,11/8/2013,04:07:24,0.00,2.15,952.00,79.40,334
11/8/2013 04:07:54,11/8/2013,04:07:54,0.00,2.15,952.00,79.40,305
11/8/2013 04:08:24,11/8/2013,04:08:24,0.00,2.15,951.98,79.40,0
11/8/2013 04:08:54,11/8/2013,04:08:54,0.00,2.15,951.98,79.40,56
11/8/2013 04:09:24,11/8/2013,04:09:24,0.00,2.15,951.96,79.40,60
11/8/2013 04:09:54,11/8/2013,04:09:54,0.00,2.12,952.00,79.40,19
11/8/2013 04:10:24,11/8/2013,04:10:24,0.00,2.12,952.01,79.40,311
11/8/2013 04:10:54,11/8/2013,04:10:54,0.00,2.15,951.98,79.40,344
11/8/2013 04:11:24,11/8/2013,04:11:24,0.00,2.15,951.97,79.40,36
11/8/2013 04:11:54,11/8/2013,04:11:54,0.00,2.12,951.95,79.40,53
11/8/2013 04:12:24,11/8/2013,04:12:24,0.00,2.15,951.98,79.50,50
11/8/2013 04:12:54,11/8/2013,04:12:54,0.00,2.12,951.97,79.50,301
11/8/2013 04:13:24,11/8/2013,04:13:24,0.00,2.15,951.95,79.50,330
11/8/2013 04:13:54,11/8/2013,04:13:54,0.00,2.15,951.94,79.50,26
11/8/2013 04:14:24,11/8/2013,04:14:24,0.00,2.15,951.93,79.50,26
11/8/2013 04:14:54,11/8/2013,04:14:54,0.00,2.12,951.92,79.50,26
11/8/2013 04:15:24,11/8/2013,04:15:24,0.00,2.15,951.89,79.50,334
11/8/2013 04:15:54,11/8/2013,04:15:54,0.00,2.15,951.89,79.50,313
11/8/2013 04:16:24,11/8/2013,04:16:24,0.00,2.15,951.89,79.59,334
11/8/2013 04:16:54,11/8/2013,04:16:54,0.00,2.20,951.88,79.59,23
11/8/2013 04:17:24,11/8/2013,04:17:24,0.00,2.20,951.87,79.59,23
11/8/2013 04:17:54,11/8/2013,04:17:54,0.00,2.20,951.85,79.59,23
11/8/2013 04:18:24,11/8/2013,04:18:24,0.00,2.15,951.84,79.59,22
11/8/2013 04:18:54,11/8/2013,04:18:54,0.00,2.15,951.85,79.59,22
11/8/2013 04:19:24,11/8/2013,04:19:24,0.00,2.15,951.82,79.59,22
11/8/2013 04:19:54,11/8/2013,04:19:54,0.00,2.15,951.81,79.59,23
11/8/2013 04:20:24,11/8/2013,04:20:24,0.00,2.15,951.81,79.59,20
11/8/2013 04:20:54,11/8/2013,04:20:54,0.00,2.15,951.81,79.59,293
11/8/2013 04:21:24,11/8/2013,04:21:24,0.00,2.15,951.81,79.59,4
11/8/2013 04:21:54,11/8/2013,04:21:54,0.00,2.15,951.82,79.59,4
11/8/2013 04:22:24,11/8/2013,04:22:24,0.00,2.15,951.81,79.59,297
11/8/2013 04:22:54,11/8/2013,04:22:54,0.00,2.15,951.82,79.69,302
11/8/2013 04:23:24,11/8/2013,04:23:24,0.00,2.15,951.81,79.69,339
11/8/2013 04:23:54,11/8/2013,04:23:54,0.00,2.15,951.79,79.69,334
11/8/2013 04:24:24,11/8/2013,04:24:24,0.00,2.15,951.81,79.69,293
11/8/2013 04:24:54,11/8/2013,04:24:54,0.00,2.15,951.81,79.69,336
11/8/2013 04:25:24,11/8/2013,04:25:24,0.00,2.15,951.80,79.69,333
11/8/2013 04:25:54,11/8/2013,04:25:54,0.00,2.15,951.81,79.69,327
11/8/2013 04:26:24,11/8/2013,04:26:24,0.00,2.15,951.80,79.69,7
11/8/2013 04:26:54,11/8/2013,04:26:54,0.00,2.15,951.81,79.80,310
11/8/2013 04:27:24,11/8/2013,04:27:24,0.00,2.20,951.78,79.80,305
11/8/2013 04:27:54,11/8/2013,04:27:54,0.00,2.20,951.77,79.80,313
11/8/2013 04:28:24,11/8/2013,04:28:24,0.00,2.20,951.79,79.80,293
11/8/2013 04:28:54,11/8/2013,04:28:54,0.00,2.20,951.78,79.80,311
11/8/2013 04:29:24,11/8/2013,04:29:24,0.00,2.15,951.78,79.80,334
11/8/2013 04:29:54,11/8/2013,04:29:54,0.00,2.15,951.78,79.80,334
11/8/2013 04:30:24,11/8/2013,04:30:24,0.00,2.15,951.76,79.80,334
11/8/2013 04:30:54,11/8/2013,04:30:54,0.00,2.15,951.77,79.90,334
11/8/2013 04:31:24,11/8/2013,04:31:24,0.00,2.15,951.74,79.90,334
11/8/2013 04:31:54,11/8/2013,04:31:54,0.00,2.15,951.74,79.80,334
11/8/2013 04:32:24,11/8/2013,04:32:24,0.00,2.15,951.73,79.90,334
11/8/2013 04:32:54,11/8/2013,04:32:54,0.00,2.15,951.74,79.90,342
11/8/2013 04:33:24,11/8/2013,04:33:24,0.00,2.15,951.77,79.90,342
11/8/2013 04:33:54,11/8/2013,04:33:54,0.00,2.15,951.76,79.90,342
11/8/2013 04:34:24,11/8/2013,04:34:24,0.00,2.15,951.77,79.90,13
11/8/2013 04:34:54,11/8/2013,04:34:54,0.00,2.15,951.74,79.90,29
11/8/2013 04:35:24,11/8/2013,04:35:24,0.00,2.12,951.74,79.90,31
11/8/2013 04:35:54,11/8/2013,04:35:54,0.00,2.12,951.74,79.90,30
11/8/2013 04:36:24,11/8/2013,04:36:24,0.00,2.12,951.73,79.90,30
11/8/2013 04:36:54,11/8/2013,04:36:54,0.00,2.07,951.72,79.90,31
11/8/2013 04:37:24,11/8/2013,04:37:24,0.00,2.07,951.73,79.90,32
11/8/2013 04:37:54,11/8/2013,04:37:54,0.00,2.02,951.73,79.90,31
11/8/2013 04:38:24,11/8/2013,04:38:24,0.00,2.02,951.74,79.90,30
11/8/2013 04:38:54,11/8/2013,04:38:54,0.00,2.00,951.74,79.90,30
11/8/2013 04:39:24,11/8/2013,04:39:24,0.00,2.00,951.72,79.90,30
11/8/2013 04:39:54,11/8/2013,04:39:54,0.00,2.00,951.72,79.90,30
11/8/2013 04:40:24,11/8/2013,04:40:24,0.00,2.00,951.72,79.90,31
11/8/2013 04:40:54,11/8/2013,04:40:54,0.00,2.00,951.72,79.90,30
11/8/2013 04:41:24,11/8/2013,04:41:24,0.00,2.00,951.73,79.90,31
11/8/2013 04:41:54,11/8/2013,04:41:54,0.00,2.00,951.74,79.90,30
11/8/2013 04:42:24,11/8/2013,04:42:24,0.00,1.95,951.74,79.90,30
11/8/2013 04:42:54,11/8/2013,04:42:54,0.00,2.00,951.73,79.90,30
11/8/2013 04:43:24,11/8/2013,04:43:24,0.00,2.00,951.73,79.90,31
